Acceleration,Route_Matrix,Speed,Engine_Load,Fuel_Consumed_Original,Fuel_Consumed_Optimized,Age,Mileage,Road_Condition,Maintenance_Needed,Start_Point,End_Point
1.3041710360019545,"[0, 10, 20, 30]",23.860122554449667,32.610118398347026,11.531408177015567,11.283969753995834,10,45527,Good,True,2,0
1.4165701157173038,"[10, 0, 15, 25]",58.832114564226536,58.328423126250875,8.790100655892717,8.812893444396611,8,10046,Good,False,0,0
1.262509385476482,"[20, 15, 0, 10]",52.557461950563116,88.49241057098796,11.441242385346854,4.959157453645893,7,49629,Poor,True,3,1
0.8990835877120312,"[30, 25, 10, 0]",66.31018322374115,38.96461310087551,14.710897183039673,10.204191007488697,1,32459,Poor,False,1,2
0.6195549507818842,"[0, 10, 20, 30]",26.61858771081389,72.54814875242954,13.018726933893968,6.373910625664503,9,17895,Poor,False,1,2
0.7909522202504267,"[10, 0, 15, 25]",21.01329093356538,30.51841842981758,6.501531284845847,5.260429484611604,9,40449,Good,False,0,2
0.849933765666731,"[20, 15, 0, 10]",56.19674553996642,30.67684541533414,13.962536770401767,13.926527182060948,4,15679,Fair,True,1,1
0.8152979926910209,"[30, 25, 10, 0]",53.62029218699425,69.70520653315305,12.108970671625801,8.00783802896139,1,46182,Fair,True,1,0
0.8832721598957044,"[0, 10, 20, 30]",54.50726181980496,35.78194587618893,11.467800128659025,13.35836452848976,1,17586,Good,True,2,3
0.9490285055695645,"[10, 0, 15, 25]",67.77600156803493,70.29840161063473,6.411504664334979,4.239897529807247,9,39232,Good,False,2,3
0.8356722084478566,"[20, 15, 0, 10]",32.60817419636974,88.89654686643027,6.62568623926095,5.949594849643471,6,15290,Good,True,3,0
0.8818318328488579,"[30, 25, 10, 0]",28.728597812043432,88.93673210153092,9.921978985701644,7.566170243718544,9,32680,Poor,False,3,2
0.7132248940091549,"[0, 10, 20, 30]",20.214565151958094,41.51776161528038,10.979493056022118,5.147186722398301,8,39466,Fair,True,0,3
0.9290395932104486,"[10, 0, 15, 25]",44.881137499233475,71.35505175559709,11.117730886491959,7.11726659788358,5,26367,Poor,False,2,2
0.6957489823872929,"[20, 15, 0, 10]",36.641386335272664,61.06515370430267,7.762644987743589,4.353049219776318,7,13590,Fair,False,2,3
0.7762465244255491,"[30, 25, 10, 0]",59.1009569757684,80.17023329982496,9.767597306732632,9.6392275403614,4,49646,Poor,False,3,0
1.3016526054966406,"[0, 10, 20, 30]",46.959227900483754,82.6831705970693,8.58368218947014,4.601130292904617,10,45829,Fair,True,0,3
0.7598913798401721,"[10, 0, 15, 25]",69.58429118960024,74.2363689197627,6.317090831061904,7.609380481061067,2,48893,Good,False,2,3
1.3183234709307547,"[20, 15, 0, 10]",44.49362826609436,73.0056483132453,14.438292379280425,9.942847813718638,10,45516,Good,True,2,3
0.705831520113483,"[30, 25, 10, 0]",66.56565450293252,80.33253783554221,14.28773946528995,8.42978360293527,2,23974,Poor,False,2,0
1.1275652142482435,"[0, 10, 20, 30]",56.71105018303267,76.39652976974335,12.854178281923165,7.682774064795228,10,10558,Fair,False,1,2
0.6374308057554129,"[10, 0, 15, 25]",46.89851448682686,48.42810236528623,14.722092153646646,9.743815616803861,6,22235,Poor,False,0,3
1.0654506140206927,"[20, 15, 0, 10]",40.103187415841205,85.7252450104937,13.201846177778814,5.475960264981042,4,13436,Poor,False,1,1
0.9901528473201494,"[30, 25, 10, 0]",50.29577729093271,68.64019360862243,5.06517675127639,5.175949298403878,2,10985,Poor,True,2,0
0.5376936408755756,"[0, 10, 20, 30]",60.36637354919359,80.32640179383557,6.20570158088816,4.979846256668732,6,36280,Good,True,2,2
0.7743172670273478,"[10, 0, 15, 25]",20.356928196675156,60.986123032999615,6.60423932949349,10.55115583466718,10,35913,Fair,True,3,2
1.2874527081906655,"[20, 15, 0, 10]",36.36238590892904,89.37837464152933,9.882086347955156,6.282086912051913,9,46788,Poor,False,3,0
0.5687333781517249,"[30, 25, 10, 0]",44.23960814708462,33.94817836723091,7.5194520570543,10.557729808486808,4,42389,Fair,False,2,0
0.8456840526943806,"[0, 10, 20, 30]",50.857862101531204,64.08877849614476,14.950421555950236,8.13676726016384,3,45610,Fair,True,0,1
1.028025175115172,"[10, 0, 15, 25]",20.87593555660922,56.931403886614575,10.618459849229446,4.754850323767898,5,24117,Poor,True,0,0
0.9102019539147852,"[20, 15, 0, 10]",51.19317679054035,82.84240102291,5.323964823197026,12.869317194422708,3,23532,Poor,False,1,3
0.8938949441958823,"[30, 25, 10, 0]",33.29899264364991,84.87111387883735,13.271059143018364,6.755222233401914,10,17955,Good,True,3,0
0.9122900559719369,"[0, 10, 20, 30]",55.43598745452786,32.65969396187196,14.737136714838927,12.977667829417454,2,11648,Poor,False,2,0
1.0016841298067882,"[10, 0, 15, 25]",42.81690544108783,45.509719336465764,5.164254158475807,13.686428775437674,10,22221,Poor,True,0,3
